序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","總碳氫化合物 THC (ppm)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","風速 WIND_SPEED (m/sec)","小時風速值 WS_HR (m/sec)","溫度 AMB_TEMP (℃)","大氣溫度 AMB_TEMP (℃)","相對濕度 RH (percent)","空氣污染指標PSI PSI"
1994,臺中市,2014/03/14,大里,4.1,0.62,430.7,38.7,-,98,-,26.19,4.05,22.13,-,-,-,-,2.35,-,15.84,-,52.34,-
1995,臺中市,2014/03/13,大里,2.6,0.88,447.58,13.8,-,62,-,31.42,6.21,25.21,-,-,-,-,1.85,-,17.85,-,75.44,-
1996,臺中市,2014/03/13,大里,-,-,-,-,-,-,25.0,-,-,-,-,-,-,-,-,-,-,-,-,-
1997,臺中市,2014/03/12,大里,5.1,0.99,458.23,16.1,-,150,-,43.75,8.48,35.26,-,-,-,-,1.34,-,18.03,-,77.83,-
1998,臺中市,2014/03/11,大里,-,-,-,-,-,-,82.0,-,-,-,-,-,-,-,-,-,-,-,-,-
1999,臺中市,2014/03/11,大里,6.1,0.84,442.97,14.8,-,152,-,41.53,7.76,33.78,-,-,-,-,1.25,-,16.3,-,75.83,-
2000,臺中市,2014/03/10,大里,-,-,-,-,-,-,36.0,-,-,-,-,-,-,-,-,-,-,-,-,-
2001,臺中市,2014/03/10,大里,4.7,0.6,430.34,21.2,-,89,-,27.44,4.71,22.73,-,-,-,-,1.42,-,15.32,-,69.81,-
2002,臺中市,2014/03/09,大里,2.2,0.38,417.94,30.9,-,26,-,15.74,1.93,13.8,-,-,-,-,2.62,-,12.69,-,70.06,-
2003,臺中市,2014/03/09,大里,-,-,-,-,-,-,10.0,-,-,-,-,-,-,-,-,-,-,-,-,-
2004,臺中市,2014/03/08,大里,-,-,-,-,-,-,23.0,-,-,-,-,-,-,-,-,-,-,-,-,-
2005,臺中市,2014/03/08,大里,1.8,0.59,428.43,16.1,-,52,-,31.29,5.09,26.19,-,-,-,-,1.73,-,13.54,-,78.21,-
2006,臺中市,2014/03/07,大里,-,-,-,-,-,-,12.0,-,-,-,-,-,-,-,-,-,-,-,-,-
2007,臺中市,2014/03/07,大里,3.2,0.51,418.58,20.0,-,39,-,30.26,6.9,23.36,-,-,-,-,1.86,-,14.81,-,72.18,-
2008,臺中市,2014/03/06,大里,-,-,-,-,-,-,20.0,-,-,-,-,-,-,-,-,-,-,-,-,-
2009,臺中市,2014/03/06,大里,2.9,0.57,423.15,19.2,-,52,-,30.07,5.34,24.72,-,-,-,-,2.02,-,14.15,-,65.52,-
2010,臺中市,2014/03/05,大里,-,-,-,-,-,-,14.0,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,臺中市,2014/03/05,大里,2.1,0.47,418.29,26.3,-,31,-,22.81,5.24,17.56,-,-,-,-,2.2,-,-,-,59.49,-
2012,臺中市,2014/03/04,大里,-,-,-,-,-,-,35.0,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,臺中市,2014/03/04,大里,4.0,0.68,427.44,17.6,-,93,-,34.41,5.35,29.05,-,-,-,-,1.56,-,-,-,61.76,-
2014,臺中市,2014/03/03,大里,2.2,0.55,418.32,25.9,-,46,-,27.16,5.97,21.18,-,-,-,-,2.09,-,-,-,65.35,-
2015,臺中市,2014/03/03,大里,-,-,-,-,-,-,19.0,-,-,-,-,-,-,-,-,-,-,-,-,-
2016,臺中市,2014/03/02,大里,2.4,0.44,419.25,23.6,-,47,-,20.05,4.51,15.54,-,-,-,-,2.14,-,-,-,72.26,-
2017,臺中市,2014/03/02,大里,-,-,-,-,-,-,26.0,-,-,-,-,-,-,-,-,-,-,-,-,-
2018,臺中市,2014/03/01,大里,4.0,0.54,428.75,26.2,-,92,-,24.71,5.78,18.93,-,-,-,-,1.47,-,-,-,69.75,-
2019,臺中市,2014/03/01,大里,-,-,-,-,-,-,42.0,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,臺中市,2014/02/28,大里,4.4,0.64,430.71,24.5,-,100,-,34.82,6.17,28.65,-,-,-,-,1.49,-,-,-,70.57,-
2021,臺中市,2014/02/28,大里,-,-,-,-,-,-,42.0,-,-,-,-,-,-,-,-,-,-,-,-,-
2022,臺中市,2014/02/27,大里,2.9,0.63,433.05,24.3,-,65,-,33.28,8.87,24.41,-,-,-,-,1.4,-,-,-,68.18,-
2023,臺中市,2014/02/27,大里,-,-,-,-,-,-,29.0,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,臺中市,2014/02/26,大里,3.7,0.77,439.77,22.4,-,85,-,37.35,8.17,29.18,-,-,-,-,1.41,-,-,-,62.45,-
2025,臺中市,2014/02/26,大里,-,-,-,-,-,-,44.0,-,-,-,-,-,-,-,-,-,-,-,-,-
2026,臺中市,2014/02/25,大里,-,-,-,-,-,-,57.0,-,-,-,-,-,-,-,-,-,-,-,-,-
2027,臺中市,2014/02/25,大里,4.4,0.68,437.16,23.7,-,110,-,34.78,7.41,27.37,-,-,-,-,1.4,-,-,-,68.29,-
2028,臺中市,2014/02/24,大里,-,-,-,-,-,-,58.0,-,-,-,-,-,-,-,-,-,-,-,-,-
2029,臺中市,2014/02/24,大里,3.7,0.62,429.41,26.9,-,128,-,29.14,5.21,23.94,-,-,-,-,1.54,-,-,-,73.55,-
2030,臺中市,2014/02/23,大里,1.9,0.42,423.01,29.8,-,65,-,19.98,3.64,16.34,-,-,-,-,1.5,-,-,-,68.66,-
2031,臺中市,2014/02/23,大里,-,-,-,-,-,-,28.0,-,-,-,-,-,-,-,-,-,-,-,-,-
2032,臺中市,2014/02/22,大里,2.7,0.58,430.34,29.0,-,79,-,26.51,4.43,22.07,-,-,-,-,1.41,-,-,-,64.54,-
2033,臺中市,2014/02/21,大里,3.4,0.63,430.23,29.7,-,82,-,30.48,8.56,21.91,-,-,-,-,1.36,-,13.89,-,62.59,-
2034,臺中市,2014/02/20,大里,2.7,0.4,419.34,37.0,-,55,-,16.84,2.91,13.94,-,-,-,-,3.08,-,12.94,-,58.32,-
2035,臺中市,2014/02/20,大里,-,-,-,-,-,-,27.0,-,-,-,-,-,-,-,-,-,-,-,-,-
2036,臺中市,2014/02/19,大里,-,-,-,-,-,-,7.0,-,-,-,-,-,-,-,-,-,-,-,-,-
2037,臺中市,2014/02/19,大里,1.4,0.45,424.3,20.4,-,16,-,18.84,1.93,16.9,-,-,-,-,2.94,-,12.18,-,75.54,-
2038,臺中市,2014/02/18,大里,-,-,-,-,-,-,43.0,-,-,-,-,-,-,-,-,-,-,-,-,-
2039,臺中市,2014/02/18,大里,3.3,0.69,445.85,19.9,-,90,-,31.25,7.67,23.58,-,-,-,-,1.72,-,21.33,-,73.16,-
2040,臺中市,2014/02/17,大里,3.6,0.82,449.45,23.9,-,93,-,40.53,14.23,26.3,-,-,-,-,1.52,-,21.72,-,71.17,-
2041,臺中市,2014/02/17,大里,-,-,-,-,-,-,46.0,-,-,-,-,-,-,-,-,-,-,-,-,-
2042,臺中市,2014/02/16,大里,-,-,-,-,-,-,38.0,-,-,-,-,-,-,-,-,-,-,-,-,-
2043,臺中市,2014/02/16,大里,3.1,0.76,440.33,20.1,-,81,-,35.85,9.71,26.14,-,-,-,-,1.37,-,18.14,-,74.74,-
2044,臺中市,2014/02/15,大里,2.9,0.62,428.82,17.9,-,51,-,33.04,9.36,23.68,-,-,-,-,1.22,-,14.36,-,70.06,-
2045,臺中市,2014/02/15,大里,-,-,-,-,-,-,22.0,-,-,-,-,-,-,-,-,-,-,-,-,-
2046,臺中市,2014/02/14,大里,-,-,-,-,-,-,16.0,-,-,-,-,-,-,-,-,-,-,-,-,-
2047,臺中市,2014/02/14,大里,2.3,0.4,425.23,25.0,-,33,-,18.48,4.55,13.93,-,-,-,-,2.72,-,-,-,73.8,-
2048,臺中市,2014/02/13,大里,-,-,-,-,-,-,15.0,-,-,-,-,-,-,-,-,-,-,-,-,-
2049,臺中市,2014/02/13,大里,-,-,428.17,17.3,-,33,-,-,-,-,-,-,-,-,2.16,-,-,-,76.94,-
2050,臺中市,2014/02/12,大里,2.5,0.52,426.46,16.9,-,37,-,26.21,6.6,19.62,-,-,-,-,1.69,-,-,-,70.17,-
2051,臺中市,2014/02/12,大里,-,-,-,-,-,-,16.0,-,-,-,-,-,-,-,-,-,-,-,-,-
2052,臺中市,2014/02/11,大里,-,-,-,-,-,-,17.0,-,-,-,-,-,-,-,-,-,-,-,-,-
2053,臺中市,2014/02/11,大里,2.0,0.44,424.93,18.6,-,42,-,23.32,4.77,18.55,-,-,-,-,2.31,-,-,-,70.78,-
2054,臺中市,2014/02/10,大里,1.8,0.43,422.1,23.5,-,22,-,17.07,2.64,14.42,-,-,-,-,2.83,-,-,-,73.67,-
2055,臺中市,2014/02/10,大里,-,-,-,-,-,-,8.0,-,-,-,-,-,-,-,-,-,-,-,-,-
2056,臺中市,2014/02/09,大里,-,-,-,-,-,-,10.0,-,-,-,-,-,-,-,-,-,-,-,-,-
2057,臺中市,2014/02/09,大里,1.7,0.47,427.07,15.5,-,35,-,21.74,3.18,18.55,-,-,-,-,2.02,-,-,-,80.71,-
2058,臺中市,2014/02/08,大里,-,-,-,-,-,-,21.0,-,-,-,-,-,-,-,-,-,-,-,-,-
2059,臺中市,2014/02/08,大里,2.2,0.51,427.67,10.9,-,43,-,26.39,6.81,19.58,-,-,-,-,1.85,-,-,-,74.0,-
2060,臺中市,2014/02/07,大里,2.7,0.58,430.92,15.5,-,63,-,29.79,7.2,22.58,-,-,-,-,1.5,-,-,-,76.93,-
2061,臺中市,2014/02/07,大里,-,-,-,-,-,-,32.0,-,-,-,-,-,-,-,-,-,-,-,-,-
2062,臺中市,2014/02/06,大里,-,-,-,-,-,-,31.0,-,-,-,-,-,-,-,-,-,-,-,-,-
2063,臺中市,2014/02/06,大里,3.3,0.71,435.35,20.0,-,70,-,33.92,8.87,25.04,-,-,-,-,1.36,-,-,-,75.18,-
2064,臺中市,2014/02/05,大里,2.1,0.61,427.51,20.2,-,33,-,26.99,5.43,21.56,-,-,-,-,-,-,-,-,77.32,-
2065,臺中市,2014/02/05,大里,-,-,-,-,-,-,19.0,-,-,-,-,-,-,-,-,-,-,-,-,-
2066,臺中市,2014/02/04,大里,-,-,-,-,-,-,22.0,-,-,-,-,-,-,-,-,-,-,-,-,-
2067,臺中市,2014/02/04,大里,1.7,0.51,419.07,30.8,-,43,-,15.3,2.18,13.12,-,-,-,-,2.29,-,-,-,68.06,-
2068,臺中市,2014/02/03,大里,2.3,0.52,430.05,25.2,-,50,-,24.5,5.55,18.96,-,-,-,-,1.44,-,-,-,67.42,-
2069,臺中市,2014/02/03,大里,-,-,-,-,-,-,32.0,-,-,-,-,-,-,-,-,-,-,-,-,-
2070,臺中市,2014/02/02,大里,-,-,-,-,-,-,24.0,-,-,-,-,-,-,-,-,-,-,-,-,-
2071,臺中市,2014/02/02,大里,2.2,0.44,427.21,29.8,-,44,-,21.39,4.19,17.19,-,-,-,-,1.22,-,-,-,59.04,-
2072,臺中市,2014/02/01,大里,-,-,-,-,-,-,34.0,-,-,-,-,-,-,-,-,-,-,-,-,-
2073,臺中市,2014/02/01,大里,2.2,0.49,430.3,33.2,-,52,-,19.75,3.62,16.13,-,-,-,-,1.36,-,-,-,58.84,-
2074,臺中市,2014/01/31,大里,-,-,-,-,-,-,62.0,-,-,-,-,-,-,-,-,-,-,-,-,-
2075,臺中市,2014/01/31,大里,4.2,0.69,443.57,30.9,-,89,-,27.37,4.41,22.97,-,-,-,-,1.41,-,-,15.31,67.31,-
2076,臺中市,2014/01/30,大里,-,-,-,-,-,-,64.0,-,-,-,-,-,-,-,-,-,-,-,-,-
2077,臺中市,2014/01/30,大里,4.5,0.94,449.77,31.1,-,98,-,34.8,6.15,28.65,-,-,-,-,1.16,-,-,16.14,57.28,-
2078,臺中市,2014/01/29,大里,4.3,0.87,442.73,24.7,-,97,-,45.58,14.47,31.11,-,-,-,-,1.21,-,-,15.17,67.81,-
2079,臺中市,2014/01/29,大里,-,-,-,-,-,-,46.0,-,-,-,-,-,-,-,-,-,-,-,-,-
2080,臺中市,2014/01/28,大里,-,-,-,-,-,-,33.0,-,-,-,-,-,-,-,-,-,-,-,-,-
2081,臺中市,2014/01/28,大里,3.6,0.91,442.71,19.2,-,89,-,49.37,16.81,32.55,-,-,-,-,1.15,-,-,14.81,68.63,-
2082,臺中市,2014/01/27,大里,3.6,0.57,421.59,22.5,-,76,-,44.33,16.25,28.08,-,-,-,-,1.52,-,-,14.52,66.37,-
2083,臺中市,2014/01/27,大里,-,-,-,-,-,-,33.0,-,-,-,-,-,-,-,-,-,-,-,-,-
2084,臺中市,2014/01/26,大里,-,-,-,-,-,-,39.0,-,-,-,-,-,-,-,-,-,-,-,-,-
2085,臺中市,2014/01/26,大里,3.3,0.58,429.19,23.5,-,82,-,32.51,10.16,22.35,-,-,-,-,2.24,-,-,15.86,63.29,-
2086,臺中市,2014/01/25,大里,-,-,-,-,-,-,21.0,-,-,-,-,-,-,-,-,-,-,-,-,-
2087,臺中市,2014/01/25,大里,2.2,0.6,430.19,19.6,-,48,-,37.72,11.82,25.89,-,-,-,-,1.65,-,-,16.98,51.99,-
2088,臺中市,2014/01/24,大里,-,-,-,-,-,-,35.0,-,-,-,-,-,-,-,-,-,-,-,-,-
2089,臺中市,2014/01/24,大里,3.9,0.77,436.77,24.0,-,73,-,41.43,9.11,32.32,-,-,-,-,1.34,-,-,14.81,53.22,-
2090,臺中市,2014/01/23,大里,3.8,0.73,435.39,22.4,-,73,-,41.13,12.12,29.0,-,-,-,-,1.3,-,-,13.27,57.48,-
2091,臺中市,2014/01/23,大里,-,-,-,-,-,-,31.0,-,-,-,-,-,-,-,-,-,-,-,-,-
2092,臺中市,2014/01/22,大里,2.8,0.4,416.94,28.7,-,54,-,20.38,3.3,17.08,-,-,-,-,2.74,-,-,12.47,51.44,-
2093,臺中市,2014/01/22,大里,-,-,-,-,-,-,23.0,-,-,-,-,-,-,-,-,-,-,-,-,-
2094,臺中市,2014/01/21,大里,4.3,0.55,424.31,29.8,-,123,-,20.51,2.68,17.82,-,-,-,-,2.93,-,-,13.23,57.5,-
2095,臺中市,2014/01/21,大里,-,-,-,-,-,-,49.0,-,-,-,-,-,-,-,-,-,-,-,-,-
2096,臺中市,2014/01/20,大里,1.9,0.71,440.54,27.9,-,106,-,31.34,6.7,24.64,-,-,-,-,1.68,-,-,15.37,68.64,-
2097,臺中市,2014/01/20,大里,-,-,-,-,-,-,61.0,-,-,-,-,-,-,-,-,-,-,-,-,-
2098,臺中市,2014/01/19,大里,2.2,0.68,-,35.6,-,122,-,-,-,-,-,-,-,-,1.43,-,-,14.45,62.13,-
2099,臺中市,2014/01/19,大里,-,-,-,-,-,-,77.0,-,-,-,-,-,-,-,-,-,-,-,-,-
2100,臺中市,2014/01/18,大里,-,-,-,-,-,-,48.0,-,-,-,-,-,-,-,-,-,-,-,-,-
2101,臺中市,2014/01/18,大里,4.5,0.52,429.68,38.6,-,93,-,23.39,5.78,17.61,-,-,-,-,3.12,-,-,14.37,57.43,-
2102,臺中市,2014/01/17,大里,-,-,-,-,-,-,35.0,-,-,-,-,-,-,-,-,-,-,-,-,-
2103,臺中市,2014/01/17,大里,3.1,0.77,442.86,19.4,-,68,-,39.32,9.42,29.9,-,-,-,-,1.71,-,-,16.74,63.17,-
2104,臺中市,2014/01/16,大里,-,-,-,-,-,-,33.0,-,-,-,-,-,-,-,-,-,-,-,-,-
2105,臺中市,2014/01/16,大里,3.6,0.8,437.46,19.9,-,68,-,41.99,13.25,28.74,-,-,-,-,1.34,-,-,15.83,60.26,-
2106,臺中市,2014/01/15,大里,2.4,0.42,414.97,30.9,-,44,-,21.41,3.16,18.26,-,-,-,-,2.28,-,-,15.16,55.21,-
2107,臺中市,2014/01/15,大里,-,-,-,-,-,-,22.0,-,-,-,-,-,-,-,-,-,-,-,-,-
2108,臺中市,2014/01/14,大里,2.1,0.41,416.26,27.0,-,37,-,18.7,3.33,15.37,-,-,-,-,3.42,-,-,14.59,70.17,-
2109,臺中市,2014/01/14,大里,-,-,-,-,-,-,22.0,-,-,-,-,-,-,-,-,-,-,-,-,-
2110,臺中市,2014/01/13,大里,3.0,0.46,418.81,28.7,-,47,-,20.62,5.41,15.21,-,-,-,-,3.17,-,-,15.97,69.47,-
2111,臺中市,2014/01/13,大里,-,-,-,-,-,-,24.0,-,-,-,-,-,-,-,-,-,-,-,-,-
2112,臺中市,2014/01/12,大里,-,-,-,-,-,-,37.0,-,-,-,-,-,-,-,-,-,-,-,-,-
2113,臺中市,2014/01/12,大里,1.9,0.42,422.22,24.0,-,65,-,18.6,3.14,15.47,-,-,-,-,2.55,-,-,17.58,71.75,-
2114,臺中市,2014/01/11,大里,-,-,-,-,-,-,36.0,-,-,-,-,-,-,-,-,-,-,-,-,-
2115,臺中市,2014/01/11,大里,3.6,0.71,441.84,19.3,-,74,-,40.58,14.88,25.69,-,-,-,-,1.56,-,-,16.56,75.45,-
2116,臺中市,2014/01/10,大里,-,-,-,-,-,-,16.0,-,-,-,-,-,-,-,-,-,-,-,-,-
2117,臺中市,2014/01/10,大里,3.0,0.56,423.81,21.1,-,44,-,30.67,7.83,22.83,-,-,-,-,1.72,-,-,16.19,66.48,-
2118,臺中市,2014/01/09,大里,2.1,0.46,421.86,25.4,-,37,-,18.68,2.77,15.9,-,-,-,-,3.1,-,-,14.75,66.44,-
2119,臺中市,2014/01/09,大里,-,-,-,-,-,-,17.0,-,-,-,-,-,-,-,-,-,-,-,-,-
2120,臺中市,2014/01/08,大里,3.3,0.87,444.79,23.8,-,78,-,37.93,9.31,28.61,-,-,-,-,1.77,-,-,18.51,69.78,-
2121,臺中市,2014/01/08,大里,-,-,-,-,-,-,50.0,-,-,-,-,-,-,-,-,-,-,-,-,-
2122,臺中市,2014/01/07,大里,-,-,-,-,-,-,56.0,-,-,-,-,-,-,-,-,-,-,-,-,-
2123,臺中市,2014/01/07,大里,4.3,1.12,450.76,21.6,-,101,-,53.37,18.02,35.35,-,-,-,-,1.12,-,-,17.89,68.4,-
2124,臺中市,2014/01/06,大里,-,-,-,-,-,-,71.0,-,-,-,-,-,-,-,-,-,-,-,-,-
2125,臺中市,2014/01/06,大里,5.0,1.21,456.8,11.8,-,119,-,63.12,21.56,41.56,-,-,-,-,1.37,-,-,15.88,68.11,-
2126,臺中市,2014/01/05,大里,-,-,-,-,-,-,79.0,-,-,-,-,-,-,-,-,-,-,-,-,-
2127,臺中市,2014/01/05,大里,5.0,0.86,447.39,24.6,-,123,-,32.1,5.42,26.66,-,-,-,-,1.28,-,-,16.15,63.0,-
2128,臺中市,2014/01/04,大里,6.3,0.82,446.42,22.6,-,106,-,36.65,6.76,29.89,-,-,-,-,2.11,-,-,18.5,63.81,-
2129,臺中市,2014/01/04,大里,-,-,-,-,-,-,62.0,-,-,-,-,-,-,-,-,-,-,-,-,-
2130,臺中市,2014/01/03,大里,-,-,-,-,-,-,43.0,-,-,-,-,-,-,-,-,-,-,-,-,-
2131,臺中市,2014/01/03,大里,4.4,0.87,444.6,18.7,-,71,-,44.68,12.01,32.67,-,-,-,-,1.4,-,-,20.9,70.65,-
2132,臺中市,2014/01/02,大里,3.9,1.1,455.62,23.4,-,86,-,55.08,20.76,34.33,-,-,-,-,1.24,-,-,19.59,64.38,-
2133,臺中市,2014/01/02,大里,-,-,-,-,-,-,42.0,-,-,-,-,-,-,-,-,-,-,-,-,-
2134,臺中市,2014/01/01,大里,-,-,-,-,-,-,57.0,-,-,-,-,-,-,-,-,-,-,-,-,-
2135,臺中市,2014/01/01,大里,3.5,0.98,458.03,22.7,-,87,-,42.46,12.84,29.63,-,-,-,-,1.08,-,-,17.36,66.8,-
2136,臺中市,2013/12/31,大里,-,-,-,-,-,-,57.0,-,-,-,-,-,-,-,-,-,-,-,-,-
2137,臺中市,2013/12/31,大里,4.8,0.97,-,19.8,-,80,57.0,49.02,18.29,30.73,-,-,-,-,1.38,-,-,16.56,69.77,-
2138,臺中市,2013/12/30,大里,-,-,-,-,-,-,49.0,-,-,-,-,-,-,-,-,-,-,-,-,-
2139,臺中市,2013/12/30,大里,4.5,0.84,-,13.6,-,66,49.0,45.05,18.52,26.53,-,-,-,-,1.39,-,-,15.05,71.62,-
2140,臺中市,2013/12/29,大里,-,-,-,-,-,-,34.0,-,-,-,-,-,-,-,-,-,-,-,-,-
2141,臺中市,2013/12/29,大里,2.1,0.45,-,16.8,-,39,34.0,22.32,5.39,16.93,-,-,-,-,2.19,-,-,13.15,70.81,-
2142,臺中市,2013/12/28,大里,3.6,0.54,-,14.9,-,61,36.0,28.11,7.2,20.9,-,-,-,-,1.96,-,-,12.62,65.78,-
2143,臺中市,2013/12/28,大里,-,-,-,-,-,-,36.0,-,-,-,-,-,-,-,-,-,-,-,-,-
2144,臺中市,2013/12/27,大里,9.3,0.75,-,25.6,-,135,99.0,23.61,3.23,20.38,-,-,-,-,3.42,-,-,11.82,56.39,-
2145,臺中市,2013/12/27,大里,-,-,-,-,-,-,99.0,-,-,-,-,-,-,-,-,-,-,-,-,-
2146,臺中市,2013/12/26,大里,-,-,-,-,-,-,25.0,-,-,-,-,-,-,-,-,-,-,-,-,-
2147,臺中市,2013/12/26,大里,3.5,0.51,-,27.0,-,37,25.0,18.68,2.66,16.02,-,-,-,-,3.33,-,-,15.53,69.88,-
2148,臺中市,2013/12/25,大里,-,-,-,-,-,-,21.0,-,-,-,-,-,-,-,-,-,-,-,-,-
2149,臺中市,2013/12/25,大里,2.9,0.59,-,19.0,-,31,21.0,26.28,4.28,22.0,-,-,-,-,2.04,-,-,17.04,74.23,-
2150,臺中市,2013/12/24,大里,-,-,-,-,-,-,14.0,-,-,-,-,-,-,-,-,-,-,-,-,-
2151,臺中市,2013/12/24,大里,2.4,0.45,-,21.1,-,21,14.0,22.66,4.73,17.93,-,-,-,-,2.44,-,-,16.3,72.72,-
2152,臺中市,2013/12/23,大里,-,-,-,-,-,-,19.0,-,-,-,-,-,-,-,-,-,-,-,-,-
2153,臺中市,2013/12/23,大里,2.5,0.57,-,13.6,-,28,19.0,33.12,9.32,23.8,-,-,-,-,1.68,-,-,17.2,71.46,-
2154,臺中市,2013/12/22,大里,-,-,-,-,-,-,25.0,-,-,-,-,-,-,-,-,-,-,-,-,-
2155,臺中市,2013/12/22,大里,2.6,0.46,-,20.6,-,34,25.0,19.81,2.65,17.16,-,-,-,-,2.06,-,-,15.19,68.34,-
2156,臺中市,2013/12/21,大里,-,-,-,-,-,-,30.0,-,-,-,-,-,-,-,-,-,-,-,-,-
2157,臺中市,2013/12/21,大里,2.6,0.61,-,16.0,-,35,30.0,22.46,3.52,18.94,-,-,-,-,2.26,-,-,13.84,75.21,-
2158,臺中市,2013/12/20,大里,-,-,-,-,-,-,29.0,-,-,-,-,-,-,-,-,-,-,-,-,-
2159,臺中市,2013/12/20,大里,2.9,0.59,-,19.0,-,40,29.0,29.07,7.11,21.96,-,-,-,-,1.75,-,-,14.4,71.77,-
2160,臺中市,2013/12/19,大里,-,-,-,-,-,-,35.0,-,-,-,-,-,-,-,-,-,-,-,-,-
2161,臺中市,2013/12/19,大里,3.4,0.46,-,25.2,-,48,35.0,18.39,2.8,15.6,-,-,-,-,3.26,-,-,13.92,69.63,-
2162,臺中市,2013/12/18,大里,2.0,0.31,-,22.6,-,16,10.0,15.57,2.62,12.95,-,-,-,-,3.32,-,-,15.11,73.65,-
2163,臺中市,2013/12/18,大里,-,-,-,-,-,-,10.0,-,-,-,-,-,-,-,-,-,-,-,-,-
2164,臺中市,2013/12/17,大里,1.8,0.37,-,19.1,-,13,10.0,19.71,3.14,16.58,-,-,-,-,2.51,-,-,16.31,81.41,-
2165,臺中市,2013/12/17,大里,-,-,-,-,-,-,10.0,-,-,-,-,-,-,-,-,-,-,-,-,-
2166,臺中市,2013/12/16,大里,3.5,0.64,-,14.8,-,39,27.0,38.03,17.48,20.55,-,-,-,-,2.37,-,-,20.42,80.62,-
2167,臺中市,2013/12/16,大里,-,-,-,-,-,-,27.0,-,-,-,-,-,-,-,-,-,-,-,-,-
2168,臺中市,2013/12/15,大里,2.9,0.74,437.6,8.2,19,33,23.0,45.52,20.62,24.91,-,2.226,0.33,1.9,1.22,-,-,20.4,83.74,33.0
2169,臺中市,2013/12/14,大里,3.1,0.64,424.25,15.4,30,50,28.0,32.08,6.51,25.56,-,2.067,0.27,1.8,1.62,-,-,20.44,75.72,50.0
2170,臺中市,2013/12/13,大里,3.7,0.85,436.37,5.9,11,63,49.0,46.56,17.07,29.49,-,2.319,0.45,1.87,1.56,-,-,19.08,74.98,56.0
2171,臺中市,2013/12/12,大里,5.7,1.04,440.14,11.0,16,82,55.0,59.33,22.43,36.9,-,2.466,0.57,1.9,1.21,-,-,18.06,63.35,66.0
2172,臺中市,2013/12/11,大里,4.3,0.56,419.81,20.4,27,68,44.0,25.13,3.89,21.25,-,1.944,0.21,1.74,2.21,-,-,17.09,63.02,59.0
2173,臺中市,2013/12/10,大里,5.1,0.87,434.82,16.4,25,104,81.0,29.42,5.15,24.28,-,2.107,0.28,1.82,1.99,-,-,17.89,63.21,77.0
2174,臺中市,2013/12/09,大里,2.9,0.62,434.82,21.7,36,68,61.0,26.27,3.58,22.68,-,2.049,0.26,1.79,2.11,-,-,21.57,70.98,59.0
2175,臺中市,2013/12/08,大里,5.4,0.76,453.63,19.5,45,78,59.0,39.88,8.35,31.53,-,2.193,0.34,1.85,1.3,-,-,21.54,68.38,64.0
2176,臺中市,2013/12/07,大里,2.9,0.8,443.05,18.5,46,77,52.0,47.68,13.83,33.85,-,2.328,0.47,1.86,1.39,-,-,21.81,60.28,64.0
2177,臺中市,2013/12/06,大里,3.0,0.75,437.14,22.8,51,64,44.0,42.54,12.02,30.52,-,2.256,0.44,1.82,1.83,-,-,19.41,53.13,57.0
2178,臺中市,2013/12/05,大里,4.4,0.77,441.02,26.1,59,74,51.0,43.41,10.7,32.71,-,2.34,0.54,1.8,1.17,-,-,17.59,53.16,62.0
2179,臺中市,2013/12/04,大里,3.5,0.74,441.83,28.1,58,82,62.0,36.65,6.3,30.35,-,2.279,0.46,1.82,1.63,-,-,17.3,60.05,66.0
2180,臺中市,2013/12/03,大里,4.7,0.83,444.38,30.4,72,97,67.0,43.87,10.05,33.82,-,2.365,0.53,1.84,1.34,-,-,17.56,60.31,75.0
2181,臺中市,2013/12/02,大里,3.9,0.81,441.68,20.3,49,63,34.0,45.34,15.21,30.13,-,2.279,0.46,1.82,1.44,-,-,17.62,55.62,56.0
2182,臺中市,2013/12/01,大里,2.6,0.61,441.59,25.2,55,67,48.0,31.0,7.86,23.13,-,2.086,0.27,1.82,1.6,-,-,16.82,64.68,58.0
2183,臺中市,2013/11/30,大里,4.1,0.64,439.26,31.0,67,73,48.0,34.78,7.61,27.16,-,2.12,0.32,1.8,1.54,-,-,15.82,60.66,64.0
2184,臺中市,2013/11/29,大里,4.5,0.42,422.66,31.2,45,55,32.0,22.12,3.02,19.1,-,1.901,0.16,1.74,2.73,-,-,14.8,49.02,52.0
2185,臺中市,2013/11/28,大里,2.9,0.4,419.41,23.8,29,39,30.0,18.55,3.05,15.5,-,1.862,0.13,1.74,3.0,-,-,15.44,62.94,39.0
